 日期 ,时间(时:分:秒) ,纬度(度) ,纬度方向 ,经度(度) ,经度方向 ,航向(度),海拔(m) ,速度(km/h) ,卫星颗数(颗) 
2017年05月10日, 9:32:38, 4047.533, N, 11141.856, E, 253.6, 1108, 22.22, 05
2017年05月10日, 9:32:39, 4047.532, N, 11141.852, E, 254.3, 1106, 20.37, 05
2017年05月10日, 9:32:39, 4047.532, N, 11141.852, E, 254.3, 1106, 20.37, 05
2017年05月10日, 9:32:41, 4047.557, N, 11141.837, E, 252.0, 1181, 22.22, 06
2017年05月10日, 9:32:42, 4047.563, N, 11141.830, E, 255.4, 1199, 22.22, 06
2017年05月10日, 9:32:43, 4047.561, N, 11141.826, E, 257.0, 1195, 25.93, 06
2017年05月10日, 9:32:44, 4047.560, N, 11141.821, E, 258.9, 1194, 25.93, 06
2017年05月10日, 9:32:45, 4047.559, N, 11141.815, E, 260.2, 1192, 25.93, 06
2017年05月10日, 9:32:46, 4047.560, N, 11141.810, E, 259.4, 1194, 25.93, 06
2017年05月10日, 9:32:47, 4047.558, N, 11141.806, E, 252.7, 1195, 24.08, 06
2017年05月10日, 9:32:48, 4047.558, N, 11141.800, E, 257.7, 1196, 25.93, 06
2017年05月10日, 9:32:49, 4047.555, N, 11141.796, E, 259.9, 1184, 25.93, 07
2017年05月10日, 9:32:50, 4047.551, N, 11141.791, E, 258.7, 1174, 25.93, 07
2017年05月10日, 9:32:51, 4047.549, N, 11141.787, E, 254.0, 1167, 22.22, 07
2017年05月10日, 9:32:52, 4047.547, N, 11141.783, E, 254.8, 1162, 20.37, 08
2017年05月10日, 9:32:53, 4047.548, N, 11141.779, E, 259.7, 1159, 18.52, 08
2017年05月10日, 9:32:54, 4047.547, N, 11141.776, E, 273.7, 1151, 16.67, 08
2017年05月10日, 9:32:55, 4047.547, N, 11141.771, E, 298.6, 1147, 16.67, 08
2017年05月10日, 9:32:56, 4047.549, N, 11141.769, E, 327.2, 1147, 20.37, 08
2017年05月10日, 9:32:57, 4047.552, N, 11141.767, E, 338.5, 1147, 24.08, 08
2017年05月10日, 9:32:58, 4047.556, N, 11141.766, E, 341.1, 1146, 29.63, 08
2017年05月10日, 9:32:59, 4047.560, N, 11141.764, E, 340.4, 1145, 33.34, 08
2017年05月10日, 9:33:0, 4047.565, N, 11141.762, E, 339.9, 1144, 37.04, 08
2017年05月10日, 9:33:1, 4047.571, N, 11141.759, E, 339.6, 1144, 40.74, 08
2017年05月10日, 9:33:2, 4047.577, N, 11141.757, E, 339.2, 1143, 40.74, 08
2017年05月10日, 9:33:3, 4047.583, N, 11141.754, E, 338.7, 1142, 42.60, 08
2017年05月10日, 9:33:4, 4047.589, N, 11141.751, E, 339.4, 1142, 40.74, 08
2017年05月10日, 9:33:5, 4047.595, N, 11141.748, E, 339.1, 1142, 40.74, 08
2017年05月10日, 9:33:6, 4047.601, N, 11141.746, E, 339.9, 1142, 38.89, 08
2017年05月10日, 9:33:7, 4047.607, N, 11141.743, E, 340.3, 1142, 38.89, 08
2017年05月10日, 9:33:8, 4047.613, N, 11141.741, E, 341.2, 1141, 37.04, 08
2017年05月10日, 9:33:9, 4047.618, N, 11141.738, E, 342.0, 1142, 33.34, 08
2017年05月10日, 9:33:10, 4047.623, N, 11141.737, E, 342.1, 1141, 29.63, 08
2017年05月10日, 9:33:11, 4047.627, N, 11141.735, E, 342.6, 1140, 25.93, 09
2017年05月10日, 9:33:12, 4047.631, N, 11141.734, E, 342.9, 1140, 24.08, 09
2017年05月10日, 9:33:13, 4047.634, N, 11141.733, E, 343.2, 1139, 20.37, 09
2017年05月10日, 9:33:14, 4047.637, N, 11141.732, E, 343.4, 1139, 16.67, 09
2017年05月10日, 9:33:15, 4047.639, N, 11141.731, E, 343.5, 1139, 14.82, 10
2017年05月10日, 9:33:16, 4047.641, N, 11141.730, E, 343.4, 1140, 12.96, 08
2017年05月10日, 9:33:17, 4047.643, N, 11141.730, E, 343.3, 1139, 12.96, 08
2017年05月10日, 9:33:18, 4047.645, N, 11141.729, E, 343.0, 1139, 11.11, 08
2017年05月10日, 9:33:19, 4047.646, N, 11141.728, E, 343.0, 1138, 9.26, 08
2017年05月10日, 9:33:20, 4047.647, N, 11141.728, E, 338.0, 1137, 5.56, 08
2017年05月10日, 9:33:21, 4047.648, N, 11141.727, E, 338.0, 1137, 3.70, 08
2017年05月10日, 9:33:22, 4047.648, N, 11141.727, E, 338.0, 1136, 1.85, 08
2017年05月10日, 9:33:23, 4047.648, N, 11141.727, E, 338.0, 1135, 0.00, 09
2017年05月10日, 9:33:24, 4047.648, N, 11141.727, E, 338.0, 1135, 0.00, 09
2017年05月10日, 9:33:25, 4047.617, N, 11141.721, E, 338.0, 1132, 1.85, 10
2017年05月10日, 9:33:26, 4047.617, N, 11141.720, E, 338.0, 1128, 1.85, 09
2017年05月10日, 9:33:27, 4047.617, N, 11141.721, E, 338.0, 1122, 1.85, 09
2017年05月10日, 9:33:28, 4047.618, N, 11141.722, E, 338.0, 1119, 1.85, 09
2017年05月10日, 9:33:29, 4047.618, N, 11141.722, E, 338.0, 1115, 1.85, 09
2017年05月10日, 9:33:30, 4047.618, N, 11141.723, E, 338.0, 1113, 0.00, 09
2017年05月10日, 9:33:31, 4047.617, N, 11141.726, E, 338.0, 1101, 0.00, 10
2017年05月10日, 9:33:32, 4047.616, N, 11141.728, E, 338.0, 1092, 0.00, 10
2017年05月10日, 9:33:33, 4047.617, N, 11141.734, E, 338.0, 1071, 0.00, 10
2017年05月10日, 9:33:34, 4047.617, N, 11141.736, E, 338.0, 1063, 0.00, 10
2017年05月10日, 9:33:35, 4047.617, N, 11141.736, E, 338.0, 1062, 0.00, 10
2017年05月10日, 9:33:36, 4047.618, N, 11141.736, E, 338.0, 1061, 0.00, 10
2017年05月10日, 9:33:37, 4047.618, N, 11141.736, E, 338.0, 1060, 0.00, 10
2017年05月10日, 9:33:38, 4047.619, N, 11141.735, E, 338.0, 1060, 0.00, 10
2017年05月10日, 9:33:39, 4047.620, N, 11141.735, E, 338.0, 1059, 0.00, 10
2017年05月10日, 9:33:40, 4047.620, N, 11141.735, E, 338.0, 1058, 0.00, 09
2017年05月10日, 9:33:41, 4047.621, N, 11141.735, E, 338.0, 1058, 0.00, 09
2017年05月10日, 9:33:42, 4047.621, N, 11141.735, E, 338.0, 1058, 0.00, 09
2017年05月10日, 9:33:43, 4047.621, N, 11141.735, E, 338.0, 1058, 0.00, 09
2017年05月10日, 9:33:44, 4047.621, N, 11141.735, E, 338.0, 1058, 0.00, 09
2017年05月10日, 9:33:45, 4047.621, N, 11141.735, E, 338.0, 1058, 0.00, 09
2017年05月10日, 9:33:46, 4047.621, N, 11141.735, E, 338.0, 1058, 0.00, 09
2017年05月10日, 9:33:47, 4047.621, N, 11141.735, E, 338.0, 1058, 0.00, 09
2017年05月10日, 9:33:48, 4047.621, N, 11141.735, E, 338.0, 1058, 0.00, 09
2017年05月10日, 9:33:49, 4047.621, N, 11141.735, E, 338.0, 1058, 0.00, 09
2017年05月10日, 9:33:50, 4047.621, N, 11141.735, E, 338.0, 1058, 0.00, 09
2017年05月10日, 9:33:51, 4047.621, N, 11141.735, E, 338.0, 1058, 0.00, 09
2017年05月10日, 9:33:52, 4047.621, N, 11141.735, E, 338.0, 1058, 0.00, 09
2017年05月10日, 9:33:53, 4047.621, N, 11141.735, E, 338.0, 1058, 0.00, 09
2017年05月10日, 9:33:54, 4047.621, N, 11141.735, E, 338.0, 1058, 0.00, 09
2017年05月10日, 9:33:55, 4047.621, N, 11141.735, E, 338.0, 1058, 0.00, 09
2017年05月10日, 9:33:56, 4047.621, N, 11141.735, E, 338.0, 1058, 0.00, 09
2017年05月10日, 9:33:57, 4047.621, N, 11141.735, E, 338.0, 1058, 0.00, 10
2017年05月10日, 9:33:58, 4047.621, N, 11141.735, E, 338.0, 1058, 0.00, 10
